Customer ID,Status,Points,Number of Flights (prev year),"Flight Value (EUR, prev year)",Country,Age,Enrollment Date,Point Redemption (prev year),"Ancillary Revenue (EUR, prev year)"
1417,Senator,3714,34,14055,Germany,71,2009-12-28,1429,4307
1418,Base,189,21,4276,UK,78,2010-01-06,147,30
1419,Senator,4534,30,22457,Germany,30,2010-01-15,4509,2621
1420,Base,317,31,7615,Italy,76,2010-01-24,172,1434
1421,Base,71,36,3033,Canada,55,2010-02-01,19,1229
1422,Base,367,25,15127,Italy,51,2010-02-10,235,3345
1423,Base,63,30,39555,Spain,28,2010-02-19,62,539
1424,Base,84,23,27106,France,64,2010-02-28,84,4658
1425,Frequent Traveller,895,13,6302,Switzerland,73,2010-03-09,127,1511
1426,Frequent Traveller,857,25,14408,Germany,64,2010-03-17,43,143
1427,Base,431,18,4221,France,29,2010-03-26,31,1874
1428,Base,318,15,28211,Canada,49,2010-04-04,81,2669
1429,Senator,4724,2,3589,Italy,59,2010-04-13,3278,1579
1430,Frequent Traveller,500,47,19246,Spain,47,2010-04-21,432,4545
1431,Base,16,3,39900,Switzerland,22,2010-04-30,3,2127
1432,Frequent Traveller,703,47,4939,France,18,2010-05-09,8,2010
1433,Base,411,7,20930,Germany,71,2010-05-18,339,80
1434,Senator,3926,20,34897,Italy,20,2010-05-27,771,555
1435,Base,122,3,24530,Netherlands,61,2010-06-04,119,1409
1436,Base,228,10,5944,Switzerland,79,2010-06-13,219,1676
1437,Base,364,7,7935,Switzerland,50,2010-06-22,35,4187
1438,Frequent Traveller,592,43,7075,Italy,63,2010-07-01,77,4816
1439,Frequent Traveller,838,17,1173,Italy,58,2010-07-09,570,4255
1440,Senator,4697,30,11615,Germany,79,2010-07-18,3967,4445
1441,Frequent Traveller,704,15,20248,France,72,2010-07-27,151,4368
1442,Frequent Traveller,622,12,33077,Spain,64,2010-08-05,140,2132
1443,Base,112,35,34373,UK,53,2010-08-14,24,3410
1444,Frequent Traveller,723,45,12388,UK,47,2010-08-22,304,4598
1445,Base,72,43,9970,Canada,58,2010-08-31,0,4179
1446,Base,188,13,19136,Netherlands,79,2010-09-09,40,4461
1447,Base,413,45,9769,Germany,41,2010-09-18,101,838
1448,Base,397,49,819,UK,60,2010-09-26,164,2214
1449,Base,13,26,17322,USA,71,2010-10-05,1,1743
1450,Frequent Traveller,624,40,25898,USA,44,2010-10-14,65,4510
1451,Frequent Traveller,830,25,29920,Germany,50,2010-10-23,786,225
1452,Senator,4495,39,33580,France,64,2010-10-31,39,3204
1453,Base,158,1,13035,Italy,67,2010-11-09,56,1684
1454,Base,206,9,2749,Canada,51,2010-11-18,14,4310
1455,Frequent Traveller,542,45,35877,Canada,26,2010-11-27,42,2723
1456,Base,284,25,13865,USA,49,2010-12-06,124,4106
1457,Base,479,5,29033,Italy,32,2010-12-14,24,3245
1458,Frequent Traveller,753,1,420,Italy,47,2010-12-23,41,4156
1459,Base,499,42,14968,Spain,73,2011-01-01,149,1235
1460,Frequent Traveller,971,23,33375,France,25,2011-01-10,79,581
1461,Frequent Traveller,892,4,28222,France,19,2011-01-18,386,2953
1462,Base,202,40,22040,Canada,60,2011-01-27,119,1921
1463,Base,115,28,28941,UK,74,2011-02-05,7,1096
1464,Frequent Traveller,794,41,37466,Italy,70,2011-02-14,535,627
1465,Frequent Traveller,994,6,14996,Canada,38,2011-02-23,259,1478
1466,Base,195,13,29501,Canada,66,2011-03-03,192,4812
1467,Base,419,46,2767,Germany,56,2011-03-12,185,4887
1468,Frequent Traveller,518,26,12422,UK,73,2011-03-21,155,2778
1469,Base,375,8,35434,Switzerland,70,2011-03-30,174,3057
1470,Senator,4393,2,32878,Switzerland,68,2011-04-07,4214,1035
1471,Base,290,37,27122,USA,75,2011-04-16,280,1128
1472,Base,412,35,39387,USA,64,2011-04-25,13,1339
1473,Base,21,11,27168,Germany,54,2011-05-04,14,3505
1474,HON Circle Member,17621,36,12945,UK,53,2011-05-12,15734,3535
1475,Base,169,36,3391,Canada,75,2011-05-21,8,3907
1476,Senator,3065,36,6064,UK,23,2011-05-30,1592,3764
1477,Senator,1323,21,16187,France,69,2011-06-08,434,29
1478,Frequent Traveller,825,41,10467,Switzerland,20,2011-06-17,260,1037
1479,Senator,4346,5,20823,USA,72,2011-06-25,351,869
1480,Frequent Traveller,739,26,25524,Italy,73,2011-07-04,531,2868
1481,Frequent Traveller,799,3,7325,Spain,70,2011-07-13,385,4640
1482,Senator,2152,1,25011,Netherlands,30,2011-07-22,837,1970
1483,Base,359,21,37164,Italy,33,2011-07-30,329,2949
1484,Base,370,1,37215,France,75,2011-08-08,139,617
1485,Senator,1210,36,36333,Italy,59,2011-08-17,1106,1102
1486,Senator,4141,44,28650,Netherlands,56,2011-08-26,2668,2492
1487,Base,147,31,35933,Germany,50,2011-09-04,12,428
1488,Frequent Traveller,618,26,13940,Italy,63,2011-09-12,401,1852
1489,Frequent Traveller,507,20,30401,USA,18,2011-09-21,73,2531
1490,Senator,3348,11,33618,Switzerland,40,2011-09-30,809,4761
1491,Frequent Traveller,821,41,38515,France,60,2011-10-09,565,3968
1492,Base,63,31,1604,Germany,28,2011-10-17,29,900
1493,Base,436,5,587,France,38,2011-10-26,402,662
1494,Base,446,28,12501,Germany,41,2011-11-04,10,25
1495,Base,397,3,12662,UK,23,2011-11-13,245,4261
1496,Base,481,48,13134,Switzerland,40,2011-11-22,378,2782
1497,Base,360,35,29681,France,18,2011-11-30,269,1916
1498,Frequent Traveller,604,44,826,USA,22,2011-12-09,477,4900
1499,Base,469,40,28913,Spain,40,2011-12-18,461,4962
1500,Frequent Traveller,719,38,13044,UK,68,2011-12-27,365,3721
1501,Frequent Traveller,977,46,12357,Italy,31,2012-01-04,921,4275
1502,Senator,2938,2,1663,Canada,66,2012-01-13,1971,4
1503,Frequent Traveller,780,47,23152,Spain,43,2012-01-22,229,2395
1504,Base,115,49,12310,Italy,35,2012-01-31,37,3016
1505,Base,317,13,2394,France,30,2012-02-08,44,505
1506,Frequent Traveller,693,38,14348,Netherlands,31,2012-02-17,564,1239
1507,Senator,1502,42,31452,UK,78,2012-02-26,374,4580
1508,Frequent Traveller,945,20,8754,USA,76,2012-03-06,34,758
1509,Base,19,6,9920,Germany,55,2012-03-15,11,101
1510,Frequent Traveller,540,7,14217,Italy,25,2012-03-23,25,1237
1511,Senator,1303,12,29214,Germany,71,2012-04-01,1204,2173
1512,Base,383,13,19930,Switzerland,63,2012-04-10,146,3478
1513,Base,183,28,16410,Canada,53,2012-04-19,120,974
1514,Frequent Traveller,896,22,19542,Italy,38,2012-04-27,518,92
1515,Frequent Traveller,891,26,20760,Germany,59,2012-05-06,371,2120
1516,Frequent Traveller,626,24,17378,UK,64,2012-05-15,112,2498
1517,Base,76,6,22666,Canada,39,2012-05-24,31,2872
1518,Frequent Traveller,899,45,3756,Canada,38,2012-06-02,30,2632
1519,Frequent Traveller,623,27,8296,Netherlands,50,2012-06-10,140,3799
1520,Frequent Traveller,608,26,30909,France,19,2012-06-19,552,4504
1521,Base,495,12,17036,Canada,44,2012-06-28,305,3069
1522,Base,409,42,25952,UK,77,2012-07-07,386,3739
1523,HON Circle Member,8980,18,25176,France,32,2012-07-15,2860,2639
1524,Base,439,41,39461,Italy,57,2012-07-24,379,1276
1525,Base,259,46,1461,Spain,62,2012-08-02,17,3820
1526,Base,290,40,18640,UK,34,2012-08-11,101,2706
1527,Base,132,46,212,USA,57,2012-08-20,10,3149
1528,Base,136,39,16944,Switzerland,19,2012-08-28,61,2556
1529,Base,22,12,27396,Spain,65,2012-09-06,9,2535
1530,Base,327,4,888,Germany,49,2012-09-15,146,4408
1531,Senator,2762,10,32565,Spain,48,2012-09-24,2296,4482
1532,Senator,2952,31,3975,France,40,2012-10-02,2207,4814
1533,Frequent Traveller,553,27,33615,Canada,51,2012-10-11,523,4369
1534,Base,349,45,29168,Switzerland,18,2012-10-20,93,4357
1535,Base,179,18,20859,France,69,2012-10-29,170,4565
1536,Frequent Traveller,897,28,29837,Italy,47,2012-11-06,252,2813
1537,Base,235,32,38446,Netherlands,32,2012-11-15,82,4056
1538,Senator,3768,42,7452,USA,21,2012-11-24,2654,3689
1539,Base,201,17,5396,Netherlands,29,2012-12-03,102,3439
1540,Frequent Traveller,771,33,8802,Italy,42,2012-12-12,80,4669
1541,Base,180,36,10368,Canada,50,2012-12-20,141,2815
1542,Base,376,18,4626,France,59,2012-12-29,48,2670
1543,Base,173,15,12933,Germany,26,2013-01-07,172,1899
1544,Base,299,28,23723,Spain,58,2013-01-16,166,4240
1545,Frequent Traveller,585,39,10587,Germany,51,2013-01-24,8,1215
1546,Frequent Traveller,506,18,30049,Netherlands,50,2013-02-02,8,1500
1547,Base,272,45,27624,UK,49,2013-02-11,93,2036
1548,Frequent Traveller,679,35,9881,UK,48,2013-02-20,29,1287
1549,Base,193,5,10678,USA,26,2013-03-01,148,2807
1550,Frequent Traveller,765,9,27460,Germany,35,2013-03-09,626,2965
1551,Senator,4784,46,24821,Netherlands,60,2013-03-18,1492,4066
1552,Base,114,46,1775,Netherlands,19,2013-03-27,95,1926
1553,Base,451,24,8513,France,54,2013-04-05,340,4044
1554,Frequent Traveller,771,10,5378,Spain,74,2013-04-13,302,2375
1555,Base,442,20,35047,Spain,68,2013-04-22,178,4771
1556,Base,407,4,27372,UK,47,2013-05-01,357,3693
1557,Base,494,9,33823,USA,57,2013-05-10,280,4110
1558,Senator,2254,30,33851,Italy,60,2013-05-18,1674,2514
1559,Base,75,5,4847,Italy,35,2013-05-27,73,3208
1560,Base,58,43,23747,France,60,2013-06-05,11,391
1561,Base,378,6,13738,France,58,2013-06-14,301,1168
1562,Base,95,24,37626,Netherlands,71,2013-06-23,80,3314
1563,Frequent Traveller,823,11,12361,Spain,28,2013-07-01,534,4481
1564,Base,131,22,10645,France,65,2013-07-10,7,3673
1565,Frequent Traveller,782,2,7913,Germany,59,2013-07-19,28,4988
1566,Frequent Traveller,748,18,31447,Canada,22,2013-07-28,475,949
1567,Base,72,40,32992,USA,53,2013-08-05,65,4676
1568,Base,489,18,38991,Netherlands,36,2013-08-14,442,744
1569,Senator,3037,27,13564,Netherlands,49,2013-08-23,1225,2444
1570,Base,319,10,3773,Switzerland,24,2013-09-01,256,1409
1571,Base,50,29,12512,Spain,24,2013-09-10,33,2097
1572,Base,154,23,18798,Germany,37,2013-09-18,152,426
1573,Base,212,30,22274,Germany,40,2013-09-27,211,3704
1574,HON Circle Member,14812,15,13432,Switzerland,74,2013-10-06,1,676
1575,Frequent Traveller,583,37,33166,Netherlands,34,2013-10-15,251,912
1576,Frequent Traveller,677,5,36487,Spain,67,2013-10-23,509,1350
1577,Frequent Traveller,510,37,6315,Canada,45,2013-11-01,299,4629
1578,Frequent Traveller,662,7,9892,France,37,2013-11-10,189,850
1579,Base,245,36,26173,Netherlands,29,2013-11-19,197,246
1580,Senator,4519,39,34035,Spain,56,2013-11-28,4503,39
1581,Base,422,10,27633,Canada,38,2013-12-06,381,4042
1582,Base,260,14,14110,Italy,71,2013-12-15,127,3403
1583,Base,234,47,8535,Italy,79,2013-12-24,120,2969
1584,Base,335,27,15670,Spain,23,2014-01-02,52,3443
1585,Frequent Traveller,785,40,24914,UK,42,2014-01-10,282,1327
1586,Senator,4096,34,27358,Canada,37,2014-01-19,1697,4556
1587,Frequent Traveller,525,33,39472,UK,65,2014-01-28,381,152
1588,Base,227,16,34754,Italy,21,2014-02-06,186,1193
1589,Frequent Traveller,542,48,25018,Canada,20,2014-02-14,17,3545
1590,Frequent Traveller,671,24,36577,Spain,58,2014-02-23,385,2028
1591,Frequent Traveller,503,48,13972,Italy,36,2014-03-04,443,231
1592,HON Circle Member,19010,18,31701,France,76,2014-03-13,13139,4301
1593,Frequent Traveller,883,33,24938,Canada,60,2014-03-22,826,1718
1594,Senator,3352,46,6187,Spain,19,2014-03-30,2086,2313
1595,Frequent Traveller,898,40,31482,Switzerland,79,2014-04-08,568,431
1596,Senator,2184,42,22817,Switzerland,36,2014-04-17,1591,2051
1597,Base,318,16,18818,USA,65,2014-04-26,52,1446
1598,Senator,1539,8,13191,UK,64,2014-05-04,316,390
1599,Frequent Traveller,599,30,23527,Canada,63,2014-05-13,532,3921
1600,Frequent Traveller,700,46,13806,Spain,41,2014-05-22,634,2143
1601,Base,213,4,6439,Germany,67,2014-05-31,205,141
1602,Senator,4424,47,24783,Italy,58,2014-06-09,3829,28
1603,Base,347,49,19870,USA,49,2014-06-17,98,3470
1604,HON Circle Member,7523,36,21178,France,70,2014-06-26,87,3315
1605,Frequent Traveller,716,14,16997,UK,32,2014-07-05,560,464
1606,Frequent Traveller,536,10,527,France,61,2014-07-14,466,4868
1607,Base,433,12,35115,Germany,58,2014-07-22,139,2218
1608,Base,167,15,18396,Germany,48,2014-07-31,130,2592
1609,Base,92,33,1490,Germany,43,2014-08-09,31,2425
1610,Frequent Traveller,599,29,20774,Italy,19,2014-08-18,216,2032
1611,Senator,1289,37,21912,Italy,59,2014-08-27,1005,3614
1612,Frequent Traveller,729,3,18183,USA,36,2014-09-04,371,1762
1613,Base,298,3,28023,Netherlands,66,2014-09-13,173,2593
1614,Frequent Traveller,980,21,38052,Switzerland,68,2014-09-22,340,3827
1615,Frequent Traveller,921,44,21881,Switzerland,42,2014-10-01,682,4450
1616,Frequent Traveller,536,38,18373,USA,55,2014-10-09,74,736
1617,Base,455,13,9235,Italy,30,2014-10-18,326,3735
1618,Base,24,48,32651,Switzerland,55,2014-10-27,21,3499
1619,Base,459,35,18542,France,26,2014-11-05,196,2687
1620,Base,94,32,18454,France,58,2014-11-13,8,1945
1621,Base,382,32,12906,Italy,67,2014-11-22,341,4963
1622,Frequent Traveller,798,6,17325,Spain,26,2014-12-01,517,4662
1623,Frequent Traveller,645,47,24499,UK,32,2014-12-10,155,4555
1624,Base,10,28,15372,France,47,2014-12-19,2,2006
1625,Base,482,10,341,Netherlands,64,2014-12-27,302,2464
1626,Frequent Traveller,554,2,4453,Italy,46,2015-01-05,505,2366
1627,Base,215,30,6649,UK,38,2015-01-14,101,2368
1628,Frequent Traveller,869,26,27595,Germany,70,2015-01-23,431,4418
1629,Senator,4132,34,13998,Switzerland,40,2015-01-31,1366,3634
1630,Senator,3186,45,19848,Germany,38,2015-02-09,1005,4961
1631,Base,484,37,3569,USA,77,2015-02-18,126,466
1632,Base,198,8,14865,Netherlands,57,2015-02-27,55,46
1633,Frequent Traveller,682,12,19124,Italy,74,2015-03-08,97,1083
1634,Senator,1292,3,17852,Netherlands,48,2015-03-16,925,308
1635,Base,253,9,18276,Italy,79,2015-03-25,105,1779
1636,Base,483,45,15703,Germany,58,2015-04-03,411,2134
1637,Base,286,17,14374,Switzerland,66,2015-04-12,117,1157
1638,Base,107,38,22493,Italy,46,2015-04-20,81,4606
1639,Frequent Traveller,800,49,26525,France,71,2015-04-29,188,1169
1640,Frequent Traveller,866,23,860,Italy,25,2015-05-08,221,4095
1641,Base,96,38,28516,Spain,49,2015-05-17,6,106
1642,Base,377,11,39993,UK,33,2015-05-25,103,2253
1643,Base,476,21,39591,Spain,56,2015-06-03,205,83
1644,Frequent Traveller,610,14,6645,UK,28,2015-06-12,107,3187
1645,Frequent Traveller,879,41,13037,Switzerland,78,2015-06-21,70,3938
1646,Base,175,25,35344,Switzerland,35,2015-06-30,79,3679
1647,Senator,4681,24,15084,Germany,39,2015-07-08,1932,1764
1648,Frequent Traveller,509,3,20882,UK,49,2015-07-17,262,3491
1649,Base,149,47,2146,USA,47,2015-07-26,113,2472
1650,Frequent Traveller,696,25,22445,Italy,63,2015-08-04,205,2519
1651,HON Circle Member,10719,10,24159,Switzerland,44,2015-08-12,9158,2789
1652,Frequent Traveller,961,1,13394,Spain,70,2015-08-21,211,3860
1653,Frequent Traveller,612,6,17090,Canada,67,2015-08-30,258,1553
1654,Frequent Traveller,734,45,29380,Germany,56,2015-09-08,405,2187
1655,Frequent Traveller,923,14,22951,Netherlands,37,2015-09-17,20,4812
1656,Senator,2804,10,29233,Netherlands,69,2015-09-25,2751,1572
1657,Base,41,2,5049,UK,53,2015-10-04,16,1725
1658,Frequent Traveller,997,42,5725,France,72,2015-10-13,899,2385
1659,Senator,2505,16,19332,Canada,28,2015-10-22,813,4614
1660,Frequent Traveller,685,44,10181,Germany,21,2015-10-30,562,4864
1661,Base,126,34,29990,Spain,20,2015-11-08,26,2893
1662,Frequent Traveller,681,26,3849,Canada,26,2015-11-17,646,2038
1663,Base,145,44,9275,USA,44,2015-11-26,14,1458
1664,Base,46,27,2343,Spain,53,2015-12-05,5,1353
1665,Frequent Traveller,691,31,23237,Spain,61,2015-12-13,663,2599
1666,Base,421,14,7888,Switzerland,71,2015-12-22,108,4590
1667,Frequent Traveller,553,3,11330,France,66,2015-12-31,460,1859
1668,Senator,3837,26,29488,Italy,28,2016-01-09,1309,2744
1669,Frequent Traveller,689,1,18864,USA,37,2016-01-17,450,3183
1670,Frequent Traveller,703,31,10407,USA,24,2016-01-26,439,1517
1671,Frequent Traveller,582,49,6869,USA,28,2016-02-04,533,2451
1672,Base,379,8,21182,Switzerland,23,2016-02-13,308,4423
1673,Frequent Traveller,952,7,26084,Netherlands,50,2016-02-21,616,3363
1674,Frequent Traveller,771,46,7756,Canada,78,2016-03-01,271,568
1675,Base,151,40,25568,UK,55,2016-03-10,127,4841
1676,Senator,4262,26,34748,Switzerland,52,2016-03-19,2992,2766
1677,Frequent Traveller,574,45,21528,USA,30,2016-03-28,287,2933
1678,Base,17,9,10334,UK,43,2016-04-05,16,3135
1679,Frequent Traveller,787,32,19477,Switzerland,44,2016-04-14,403,4534
1680,Base,405,45,38857,Switzerland,60,2016-04-23,88,4413
1681,Frequent Traveller,546,41,38899,Italy,23,2016-05-02,331,3476
1682,Frequent Traveller,842,4,16139,USA,34,2016-05-10,801,1060
1683,Base,59,48,13277,Canada,21,2016-05-19,17,4301
1684,Frequent Traveller,633,1,18263,UK,20,2016-05-28,138,3475
1685,Base,292,5,26853,USA,38,2016-06-06,246,4096
1686,Frequent Traveller,776,1,22156,UK,38,2016-06-15,407,2468
1687,Frequent Traveller,787,19,11291,Italy,75,2016-06-23,78,3520
1688,Base,164,19,6996,Canada,73,2016-07-02,77,2138
1689,Base,12,45,29962,Spain,46,2016-07-11,5,1400
1690,Frequent Traveller,553,26,9292,USA,68,2016-07-20,419,2868
1691,Base,117,43,24882,Germany,70,2016-07-28,107,4564
1692,Frequent Traveller,509,1,5389,Italy,79,2016-08-06,256,904
1693,HON Circle Member,6851,13,34615,USA,66,2016-08-15,2683,2813
1694,Senator,3942,28,37706,France,49,2016-08-24,2455,2607
1695,Frequent Traveller,567,13,5789,Germany,42,2016-09-01,353,4225
1696,Senator,3578,31,18092,USA,54,2016-09-10,209,4142
1697,Base,369,2,29799,Italy,46,2016-09-19,310,758
1698,Frequent Traveller,821,3,12408,UK,48,2016-09-28,208,2498
1699,Base,254,23,8482,Canada,41,2016-10-07,227,2328
1700,Base,311,21,14771,Canada,49,2016-10-15,169,1898
1701,Base,3,9,27114,Spain,32,2016-10-24,1,3487
1702,Base,72,43,35415,Italy,23,2016-11-02,70,267
1703,Base,38,35,31581,USA,64,2016-11-11,23,479
1704,Base,13,12,10452,USA,27,2016-11-19,7,1034
1705,Base,498,12,15997,USA,57,2016-11-28,171,2544
1706,Frequent Traveller,684,32,12322,France,71,2016-12-07,538,843
1707,Base,307,28,36544,Italy,66,2016-12-16,156,3587
1708,Frequent Traveller,837,19,32495,Spain,22,2016-12-25,519,1080
1709,Base,489,31,3042,Spain,39,2017-01-02,54,1785
1710,Frequent Traveller,932,1,11358,Italy,59,2017-01-11,153,4451
1711,Senator,2442,33,12046,Germany,36,2017-01-20,125,2029
1712,Frequent Traveller,680,41,22325,Germany,19,2017-01-29,557,391
1713,Base,324,23,1285,Canada,71,2017-02-06,48,2797
1714,Base,255,19,25688,Switzerland,57,2017-02-15,191,2655
1715,Frequent Traveller,527,44,23403,Italy,62,2017-02-24,485,563
1716,Base,93,37,39550,Switzerland,48,2017-03-05,49,849
1717,Base,43,17,7121,Germany,27,2017-03-14,24,2567
1718,Base,338,18,2631,France,22,2017-03-22,6,3288
1719,Base,179,19,7551,Netherlands,70,2017-03-31,54,4508
1720,Base,57,23,38894,USA,78,2017-04-09,7,4398
1721,Base,54,25,39611,Italy,42,2017-04-18,6,2490
1722,Frequent Traveller,571,47,130,Italy,27,2017-04-26,534,354
1723,Base,379,13,30065,Netherlands,44,2017-05-05,140,3616
1724,Frequent Traveller,803,49,21620,Switzerland,42,2017-05-14,444,4123
1725,Base,209,16,7132,Italy,62,2017-05-23,60,2539
1726,Base,381,35,35376,Netherlands,49,2017-05-31,180,4354
1727,Frequent Traveller,783,48,34051,Italy,47,2017-06-09,77,12
1728,Frequent Traveller,792,31,37631,Canada,74,2017-06-18,415,3365
1729,Base,243,4,37399,Switzerland,20,2017-06-27,73,785
1730,Base,231,22,36232,USA,56,2017-07-06,122,561
1731,Senator,4100,42,24078,UK,66,2017-07-14,1470,1507
1732,Base,230,1,21007,UK,41,2017-07-23,96,957
1733,Senator,2432,43,18309,UK,34,2017-08-01,805,3600
1734,Senator,1788,18,15242,Canada,64,2017-08-10,1767,3370
1735,Frequent Traveller,856,15,5462,UK,73,2017-08-18,430,1414
1736,Frequent Traveller,625,28,1107,Italy,70,2017-08-27,260,2761
1737,Base,116,41,8070,USA,43,2017-09-05,5,3344
1738,Base,478,2,10952,Spain,23,2017-09-14,475,3013
1739,Base,184,18,14205,Italy,21,2017-09-23,104,4410
1740,Base,99,11,7999,France,66,2017-10-01,33,2732
1741,Base,73,34,30963,France,27,2017-10-10,17,2233
1742,Senator,3553,31,28869,Switzerland,75,2017-10-19,3301,2455
1743,Base,299,6,32102,Germany,59,2017-10-28,211,549
1744,Senator,2597,32,4474,Italy,24,2017-11-05,1257,4399
1745,Frequent Traveller,976,36,6420,France,71,2017-11-14,625,1948
1746,Frequent Traveller,639,23,32403,USA,70,2017-11-23,341,3925
1747,Frequent Traveller,971,4,14893,UK,31,2017-12-02,32,2033
1748,Senator,3196,32,21641,Canada,71,2017-12-11,1418,2326
1749,Frequent Traveller,698,29,22916,France,40,2017-12-19,93,1182
1750,Frequent Traveller,630,2,32963,Spain,37,2017-12-28,44,3411
1751,Senator,4748,30,28379,Spain,61,2018-01-06,2063,761
1752,Frequent Traveller,766,45,5705,Germany,59,2018-01-15,703,510
1753,Frequent Traveller,733,24,35430,Canada,68,2018-01-23,102,2568
1754,Base,208,13,36512,Netherlands,28,2018-02-01,69,2089
1755,Senator,4885,5,32311,France,27,2018-02-10,4657,1795
1756,Base,406,14,27668,Germany,20,2018-02-19,269,3388
1757,Base,412,49,2077,Germany,41,2018-02-27,161,4453
1758,Base,309,37,24533,USA,45,2018-03-08,104,4470
1759,Base,115,19,29667,UK,18,2018-03-17,81,1579
1760,Frequent Traveller,582,47,24558,Germany,35,2018-03-26,134,603
1761,Senator,1933,31,21033,Switzerland,69,2018-04-04,1575,1774
1762,Senator,2847,27,5738,Canada,78,2018-04-12,1684,3270
1763,Base,141,32,10180,USA,50,2018-04-21,64,2235
1764,Frequent Traveller,867,30,10396,Germany,68,2018-04-30,531,1640
1765,Base,18,31,21330,Italy,64,2018-05-09,4,3139
1766,Base,454,38,1794,Italy,29,2018-05-17,132,3869
1767,Frequent Traveller,933,29,9902,Canada,79,2018-05-26,213,3711
1768,Base,249,31,8754,Spain,41,2018-06-04,88,527
1769,Base,439,47,25054,Netherlands,38,2018-06-13,197,3907
1770,Frequent Traveller,979,36,26612,UK,23,2018-06-22,407,3373
1771,Senator,1878,1,14619,France,78,2018-06-30,270,4243
1772,Base,236,28,7143,France,52,2018-07-09,9,1741
1773,Senator,2644,47,29593,USA,32,2018-07-18,1648,1300
1774,Frequent Traveller,519,46,9524,Canada,20,2018-07-27,251,891
1775,Base,169,3,39863,France,21,2018-08-04,165,4912
1776,Frequent Traveller,504,43,20674,Italy,61,2018-08-13,332,4753
1777,Base,88,19,27989,Netherlands,56,2018-08-22,56,1460
1778,Frequent Traveller,689,43,36673,France,35,2018-08-31,353,1787
1779,Base,44,7,24813,Spain,38,2018-09-08,23,3168
1780,Frequent Traveller,973,14,21609,Canada,58,2018-09-17,164,1684
1781,Base,261,40,38220,Spain,21,2018-09-26,193,2536
1782,Base,320,6,24485,Switzerland,36,2018-10-05,83,3760
1783,Base,234,38,38021,Canada,62,2018-10-14,71,2893
1784,Senator,2203,39,8976,Italy,46,2018-10-22,606,3554
1785,Frequent Traveller,545,33,30363,UK,29,2018-10-31,396,3541
1786,Frequent Traveller,751,17,27472,UK,43,2018-11-09,372,4155
1787,Base,355,34,38501,Germany,21,2018-11-18,253,199
1788,Base,98,10,10802,UK,65,2018-11-26,59,3114
1789,Frequent Traveller,972,12,11979,UK,29,2018-12-05,848,4097
1790,Base,373,11,14755,France,18,2018-12-14,322,4117
1791,Frequent Traveller,802,30,11477,UK,74,2018-12-23,790,4932
1792,Base,125,41,1441,France,70,2019-01-01,12,2235
1793,Frequent Traveller,539,9,28564,UK,74,2019-01-09,53,2442
1794,Base,164,32,8705,UK,36,2019-01-18,59,3533
1795,Base,353,43,10649,Netherlands,32,2019-01-27,203,4055
1796,Base,468,24,7893,Netherlands,63,2019-02-05,165,834
1797,Base,381,1,18856,USA,66,2019-02-13,72,3951
1798,Base,492,30,25798,Canada,77,2019-02-22,367,995
1799,Frequent Traveller,972,12,2184,Netherlands,72,2019-03-03,317,72
1800,Base,439,35,5589,UK,22,2019-03-12,93,1853
1801,Base,238,43,36787,Italy,37,2019-03-21,15,4065
1802,Base,333,35,28705,Germany,43,2019-03-29,162,1806
1803,Base,179,24,8948,Italy,26,2019-04-07,127,2852
1804,Base,316,26,32551,Switzerland,46,2019-04-16,239,2272
1805,Frequent Traveller,594,34,28407,UK,39,2019-04-25,164,1506
1806,Senator,1645,8,24274,Germany,26,2019-05-03,37,3435
1807,Frequent Traveller,978,35,1640,USA,49,2019-05-12,348,2627
1808,Senator,2655,29,36189,UK,72,2019-05-21,1273,1497
1809,Base,147,4,20498,USA,33,2019-05-30,48,240
1810,Base,16,32,28175,UK,30,2019-06-07,2,1633
1811,Base,134,39,22471,Switzerland,77,2019-06-16,64,4987
1812,Frequent Traveller,948,11,20445,Switzerland,55,2019-06-25,682,3061
1813,Senator,2290,8,8651,Netherlands,38,2019-07-04,1377,1843
1814,Base,123,8,7943,USA,24,2019-07-13,37,2361
1815,Base,54,31,4196,Italy,42,2019-07-21,43,4916
1816,Base,333,18,36600,France,76,2019-07-30,325,653
1817,Base,188,31,21631,France,70,2019-08-08,126,2661
1818,Senator,3660,27,7981,Switzerland,72,2019-08-17,3342,4948
1819,Senator,4799,8,28714,France,36,2019-08-25,1807,2108
1820,Base,109,42,2824,Canada,54,2019-09-03,47,1480
1821,Senator,2388,9,15798,France,74,2019-09-12,2369,3412
1822,Frequent Traveller,817,2,3599,UK,26,2019-09-21,181,4168
1823,Base,428,2,26284,Canada,49,2019-09-30,305,227
1824,Base,167,37,29884,Canada,29,2019-10-08,124,1497
1825,Base,95,16,33104,Switzerland,50,2019-10-17,65,2149
1826,Frequent Traveller,915,28,23596,Switzerland,79,2019-10-26,135,4962
1827,Base,6,16,8574,USA,44,2019-11-04,0,459
1828,Base,404,41,16711,Canada,61,2019-11-12,120,561
1829,Base,294,25,9267,Spain,59,2019-11-21,25,3152
1830,Senator,4392,16,7238,Italy,29,2019-11-30,2689,2073
1831,Base,286,45,5072,Netherlands,46,2019-12-09,159,4214
1832,Frequent Traveller,816,37,37555,Italy,58,2019-12-18,307,1746
1833,Frequent Traveller,930,20,6696,France,27,2019-12-26,586,1458
1834,Frequent Traveller,995,32,21585,USA,56,2020-01-04,983,2945
